"","Cladogenesis","Extinction","Immigration","Anagenesis","Carrying_Capacity","X_s","X_nonend","Cladogenesis_2","Extinction_2","Immigration_2","Carrying_Capacity_2","Anagenesis_2","num_shifts"
"327",1,2,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"328",2,2,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"329",1,1,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"330",2,1,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"331",1,2,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"332",2,2,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"333",1,1,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"334",2,1,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"335",1,2,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"336",2,2,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"337",1,1,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"338",2,1,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"339",1,2,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"340",2,2,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"341",1,1,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"342",2,1,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"343",1,2,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"344",2,2,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"345",1,1,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"346",2,1,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"347",1,2,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"348",2,2,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"349",1,1,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"350",2,1,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"351",1,2,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"352",2,2,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"353",1,1,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"354",2,1,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"355",1,2,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"356",2,2,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"357",1,1,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"358",2,1,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"359",1,2,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"360",2,2,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,1
"361",1,1,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"362",2,1,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"363",1,2,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"364",2,2,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"365",1,1,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"366",2,1,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"367",1,2,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"368",2,2,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,1
"369",1,1,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"370",2,1,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"371",1,2,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"372",2,2,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"373",1,1,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"374",2,1,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"375",1,2,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"376",2,2,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"377",1,1,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"378",2,1,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"379",1,2,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"380",2,2,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"381",1,1,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"382",2,1,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"383",1,2,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"384",2,2,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,1
"385",1,1,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"386",2,1,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"387",1,2,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"388",2,2,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"389",1,1,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"390",2,1,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"391",1,2,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"392",2,2,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,1
"393",1,1,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"394",2,1,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"395",1,2,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"396",2,2,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"397",1,1,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"398",2,1,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"399",1,2,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"400",2,2,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,1
"401",1,1,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"402",2,1,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"403",1,2,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"404",2,2,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"405",1,1,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"406",2,1,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"407",1,2,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"408",2,2,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,1
"409",1,1,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"410",2,1,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"411",1,2,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"412",2,2,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"413",1,1,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"414",2,1,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"415",1,2,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"416",2,2,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,1
"417",1,1,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"418",2,1,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"419",1,2,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"420",2,2,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"421",1,1,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"422",2,1,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"423",1,2,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"424",2,2,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"425",1,1,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"426",2,1,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"427",1,2,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"428",2,2,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"429",1,1,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"430",2,1,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"431",1,2,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"432",2,2,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,1
"433",1,1,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"434",2,1,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"435",1,2,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"436",2,2,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"437",1,1,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"438",2,1,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"439",1,2,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"440",2,2,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,5
"441",1,1,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"442",2,1,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"443",1,2,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"444",2,2,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"445",1,1,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"446",2,1,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"447",1,2,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"448",2,2,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,5
"449",1,1,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"450",2,1,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"451",1,2,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"452",2,2,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"453",1,1,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"454",2,1,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"455",1,2,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"456",2,2,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,5
"457",1,1,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"458",2,1,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"459",1,2,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"460",2,2,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"461",1,1,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"462",2,1,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"463",1,2,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"464",2,2,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,5
"465",1,1,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"466",2,1,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"467",1,2,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"468",2,2,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"469",1,1,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"470",2,1,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"471",1,2,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"472",2,2,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"473",1,1,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"474",2,1,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"475",1,2,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"476",2,2,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"477",1,1,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"478",2,1,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"479",1,2,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"480",2,2,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,5
"481",1,1,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"482",2,1,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"483",1,2,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"484",2,2,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"485",1,1,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"486",2,1,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"487",1,2,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"488",2,2,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,5
"489",1,1,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"490",2,1,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"491",1,2,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"492",2,2,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"493",1,1,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"494",2,1,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"495",1,2,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"496",2,2,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,5
"497",1,1,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"498",2,1,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"499",1,2,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"500",2,2,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"501",1,1,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"502",2,1,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"503",1,2,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"504",2,2,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,5
"505",1,1,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"506",2,1,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"507",1,2,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"508",2,2,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"509",1,1,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"510",2,1,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"511",1,2,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"512",2,2,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,5
"513",1,1,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"514",2,1,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"515",1,2,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"516",2,2,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"517",1,1,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"518",2,1,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"519",1,2,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"520",2,2,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"521",1,1,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"522",2,1,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"523",1,2,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"524",2,2,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"525",1,1,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"526",2,1,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"527",1,2,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"528",2,2,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,5
"529",1,1,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"530",2,1,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"531",1,2,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"532",2,2,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"533",1,1,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"534",2,1,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"535",1,2,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"536",2,2,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,5
"537",1,1,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"538",2,1,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"539",1,2,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"540",2,2,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"541",1,1,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"542",2,1,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"543",1,2,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"544",2,2,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,5
"545",1,1,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"546",2,1,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"547",1,2,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"548",2,2,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"549",1,1,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"550",2,1,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"551",1,2,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"552",2,2,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,5
"553",1,1,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"554",2,1,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"555",1,2,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"556",2,2,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"557",1,1,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"558",2,1,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"559",1,2,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"560",2,2,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,5
"561",1,1,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"562",2,1,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"563",1,2,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"564",2,2,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"565",1,1,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"566",2,1,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"567",1,2,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"568",2,2,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"569",1,1,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"570",2,1,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"571",1,2,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"572",2,2,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"573",1,1,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"574",2,1,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"575",1,2,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"576",2,2,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,5
"577",1,1,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"578",2,1,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"579",1,2,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"580",2,2,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"581",1,1,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"582",2,1,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"583",1,2,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"584",2,2,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,5
"585",1,1,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"586",2,1,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"587",1,2,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"588",2,2,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"589",1,1,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"590",2,1,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"591",1,2,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"592",2,2,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,5
"593",1,1,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"594",2,1,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"595",1,2,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"596",2,2,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"597",1,1,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"598",2,1,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"599",1,2,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"600",2,2,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,5
"601",1,1,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"602",2,1,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"603",1,2,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"604",2,2,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"605",1,1,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"606",2,1,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"607",1,2,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"608",2,2,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,5
"609",1,1,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"610",2,1,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"611",1,2,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"612",2,2,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"613",1,1,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"614",2,1,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"615",1,2,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"616",2,2,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"617",1,1,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"618",2,1,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"619",1,2,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"620",2,2,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"621",1,1,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"622",2,1,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"623",1,2,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"624",2,2,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,5
"625",1,1,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"626",2,1,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"627",1,2,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"628",2,2,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"629",1,1,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"630",2,1,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"631",1,2,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"632",2,2,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,5
"633",1,1,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"634",2,1,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"635",1,2,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"636",2,2,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"637",1,1,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"638",2,1,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"639",1,2,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"640",2,2,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,5
"641",1,1,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"642",2,1,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"643",1,2,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"644",2,2,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"645",1,1,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"646",2,1,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"647",1,2,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"648",2,2,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,5
"649",1,1,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,5
"650",2,1,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,5
"651",1,2,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,5
"652",2,2,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,5
"653",1,1,0.02,2,40,0.3,0.5,0.5,0.5,5,150,0,5
"654",2,1,0.02,2,40,0.3,0.5,0.5,0.5,5,150,0,5
