"time";"M";"lac";"mu";"K";"gam";"laa";"trans";"trans2";"M2";"lac2";"mu2";"gam2";"laa2"
6,15;100;1;2;Inf;0,01;1;0;0,5;900;0,5;1;0,02;2
6,15;500;1;2;Inf;0,01;1;0;0,5;500;0,5;1;0,02;2
6,15;1000;1;2;Inf;0,01;1;0;0,5;0;0,5;1;0,02;2
6,15;100;2;2;Inf;0,01;1;0;0,5;900;1;1;0,02;2
6,15;500;2;2;Inf;0,01;1;0;0,5;500;1;1;0,02;2
6,15;1000;2;2;Inf;0,01;1;0;0,5;0;1;1;0,02;2
6,15;100;0,5;0,5;10;0,05;1;0;0,5;900;0,25;0,25;0,1;2
6,15;500;0,5;0,5;10;0,05;1;0;0,5;500;0,25;0,25;0,1;2
6,15;1000;0,5;0,5;10;0,05;1;0;0,5;0;0,25;0,25;0,1;2
6,15;100;1;0,5;10;0,05;1;0;0,5;900;0,5;0,25;0,1;2
6,15;500;1;0,5;10;0,05;1;0;0,5;500;0,5;0,25;0,1;2
6,15;1000;1;0,5;10;0,05;1;0;0,5;0;0,5;0,25;0,1;2
6,15;100;2;0,5;10;0,05;1;0;0,5;900;1;0,25;0,1;2
6,15;500;2;0,5;10;0,05;1;0;0,5;500;1;0,25;0,1;2
6,15;1000;2;0,5;10;0,05;1;0;0,5;0;1;0,25;0,1;2
6,15;100;0,5;1;10;0,05;1;0;0,5;900;0,25;0,5;0,1;2
6,15;500;0,5;1;10;0,05;1;0;0,5;500;0,25;0,5;0,1;2
6,15;1000;0,5;1;10;0,05;1;0;0,5;0;0,25;0,5;0,1;2
6,15;100;1;1;10;0,05;1;0;0,5;900;0,5;0,5;0,1;2
6,15;500;1;1;10;0,05;1;0;0,5;500;0,5;0,5;0,1;2
6,15;1000;1;1;10;0,05;1;0;0,5;0;0,5;0,5;0,1;2
6,15;100;2;1;10;0,05;1;0;0,5;900;1;0,5;0,1;2
6,15;500;2;1;10;0,05;1;0;0,5;500;1;0,5;0,1;2
6,15;1000;2;1;10;0,05;1;0;0,5;0;1;0,5;0,1;2
6,15;100;0,5;2;10;0,05;1;0;0,5;900;0,25;1;0,1;2
6,15;500;0,5;2;10;0,05;1;0;0,5;500;0,25;1;0,1;2
6,15;1000;0,5;2;10;0,05;1;0;0,5;0;0,25;1;0,1;2
6,15;100;1;2;10;0,05;1;0;0,5;900;0,5;1;0,1;2
6,15;500;1;2;10;0,05;1;0;0,5;500;0,5;1;0,1;2
6,15;1000;1;2;10;0,05;1;0;0,5;0;0,5;1;0,1;2
6,15;100;2;2;10;0,05;1;0;0,5;900;1;1;0,1;2
6,15;500;2;2;10;0,05;1;0;0,5;500;1;1;0,1;2
6,15;1000;2;2;10;0,05;1;0;0,5;0;1;1;0,1;2
6,15;100;0,5;0,5;Inf;0,05;1;0;0,5;900;0,25;0,25;0,1;2
6,15;500;0,5;0,5;Inf;0,05;1;0;0,5;500;0,25;0,25;0,1;2
6,15;1000;0,5;0,5;Inf;0,05;1;0;0,5;0;0,25;0,25;0,1;2
6,15;100;1;0,5;Inf;0,05;1;0;0,5;900;0,5;0,25;0,1;2
6,15;500;1;0,5;Inf;0,05;1;0;0,5;500;0,5;0,25;0,1;2
6,15;1000;1;0,5;Inf;0,05;1;0;0,5;0;0,5;0,25;0,1;2
6,15;100;2;0,5;Inf;0,05;1;0;0,5;900;1;0,25;0,1;2
6,15;500;2;0,5;Inf;0,05;1;0;0,5;500;1;0,25;0,1;2
6,15;1000;2;0,5;Inf;0,05;1;0;0,5;0;1;0,25;0,1;2
6,15;100;0,5;1;Inf;0,05;1;0;0,5;900;0,25;0,5;0,1;2
6,15;500;0,5;1;Inf;0,05;1;0;0,5;500;0,25;0,5;0,1;2
6,15;1000;0,5;1;Inf;0,05;1;0;0,5;0;0,25;0,5;0,1;2
6,15;100;1;1;Inf;0,05;1;0;0,5;900;0,5;0,5;0,1;2
6,15;500;1;1;Inf;0,05;1;0;0,5;500;0,5;0,5;0,1;2
6,15;1000;1;1;Inf;0,05;1;0;0,5;0;0,5;0,5;0,1;2
6,15;100;2;1;Inf;0,05;1;0;0,5;900;1;0,5;0,1;2
6,15;500;2;1;Inf;0,05;1;0;0,5;500;1;0,5;0,1;2
6,15;1000;2;1;Inf;0,05;1;0;0,5;0;1;0,5;0,1;2
6,15;100;0,5;2;Inf;0,05;1;0;0,5;900;0,25;1;0,1;2
6,15;500;0,5;2;Inf;0,05;1;0;0,5;500;0,25;1;0,1;2
6,15;1000;0,5;2;Inf;0,05;1;0;0,5;0;0,25;1;0,1;2
6,15;100;1;2;Inf;0,05;1;0;0,5;900;0,5;1;0,1;2
6,15;500;1;2;Inf;0,05;1;0;0,5;500;0,5;1;0,1;2
6,15;1000;1;2;Inf;0,05;1;0;0,5;0;0,5;1;0,1;2
6,15;100;2;2;Inf;0,05;1;0;0,5;900;1;1;0,1;2
6,15;500;2;2;Inf;0,05;1;0;0,5;500;1;1;0,1;2
6,15;1000;2;2;Inf;0,05;1;0;0,5;0;1;1;0,1;2
6,15;100;0,5;0,5;10;0,1;1;0;0,5;900;0,25;0,25;0,2;2
6,15;500;0,5;0,5;10;0,1;1;0;0,5;500;0,25;0,25;0,2;2
6,15;1000;0,5;0,5;10;0,1;1;0;0,5;0;0,25;0,25;0,2;2
6,15;100;1;0,5;10;0,1;1;0;0,5;900;0,5;0,25;0,2;2
6,15;500;1;0,5;10;0,1;1;0;0,5;500;0,5;0,25;0,2;2
6,15;1000;1;0,5;10;0,1;1;0;0,5;0;0,5;0,25;0,2;2
6,15;100;2;0,5;10;0,1;1;0;0,5;900;1;0,25;0,2;2
6,15;500;2;0,5;10;0,1;1;0;0,5;500;1;0,25;0,2;2
6,15;1000;2;0,5;10;0,1;1;0;0,5;0;1;0,25;0,2;2
6,15;100;0,5;1;10;0,1;1;0;0,5;900;0,25;0,5;0,2;2
6,15;500;0,5;1;10;0,1;1;0;0,5;500;0,25;0,5;0,2;2
6,15;1000;0,5;1;10;0,1;1;0;0,5;0;0,25;0,5;0,2;2
6,15;100;1;1;10;0,1;1;0;0,5;900;0,5;0,5;0,2;2
6,15;500;1;1;10;0,1;1;0;0,5;500;0,5;0,5;0,2;2
6,15;1000;1;1;10;0,1;1;0;0,5;0;0,5;0,5;0,2;2
6,15;100;2;1;10;0,1;1;0;0,5;900;1;0,5;0,2;2
6,15;500;2;1;10;0,1;1;0;0,5;500;1;0,5;0,2;2
6,15;1000;2;1;10;0,1;1;0;0,5;0;1;0,5;0,2;2
6,15;100;0,5;2;10;0,1;1;0;0,5;900;0,25;1;0,2;2
6,15;500;0,5;2;10;0,1;1;0;0,5;500;0,25;1;0,2;2
6,15;1000;0,5;2;10;0,1;1;0;0,5;0;0,25;1;0,2;2
6,15;100;1;2;10;0,1;1;0;0,5;900;0,5;1;0,2;2
6,15;500;1;2;10;0,1;1;0;0,5;500;0,5;1;0,2;2
6,15;1000;1;2;10;0,1;1;0;0,5;0;0,5;1;0,2;2
6,15;100;2;2;10;0,1;1;0;0,5;900;1;1;0,2;2
6,15;500;2;2;10;0,1;1;0;0,5;500;1;1;0,2;2
6,15;1000;2;2;10;0,1;1;0;0,5;0;1;1;0,2;2
6,15;100;0,5;0,5;Inf;0,1;1;0;0,5;900;0,25;0,25;0,2;2
6,15;500;0,5;0,5;Inf;0,1;1;0;0,5;500;0,25;0,25;0,2;2
6,15;1000;0,5;0,5;Inf;0,1;1;0;0,5;0;0,25;0,25;0,2;2
6,15;100;1;0,5;Inf;0,1;1;0;0,5;900;0,5;0,25;0,2;2
6,15;500;1;0,5;Inf;0,1;1;0;0,5;500;0,5;0,25;0,2;2
6,15;1000;1;0,5;Inf;0,1;1;0;0,5;0;0,5;0,25;0,2;2
6,15;100;2;0,5;Inf;0,1;1;0;0,5;900;1;0,25;0,2;2
6,15;500;2;0,5;Inf;0,1;1;0;0,5;500;1;0,25;0,2;2
6,15;1000;2;0,5;Inf;0,1;1;0;0,5;0;1;0,25;0,2;2
6,15;100;0,5;1;Inf;0,1;1;0;0,5;900;0,25;0,5;0,2;2
6,15;500;0,5;1;Inf;0,1;1;0;0,5;500;0,25;0,5;0,2;2
6,15;1000;0,5;1;Inf;0,1;1;0;0,5;0;0,25;0,5;0,2;2
6,15;100;1;1;Inf;0,1;1;0;0,5;900;0,5;0,5;0,2;2
6,15;500;1;1;Inf;0,1;1;0;0,5;500;0,5;0,5;0,2;2
6,15;1000;1;1;Inf;0,1;1;0;0,5;0;0,5;0,5;0,2;2
6,15;100;2;1;Inf;0,1;1;0;0,5;900;1;0,5;0,2;2
6,15;500;2;1;Inf;0,1;1;0;0,5;500;1;0,5;0,2;2
6,15;1000;2;1;Inf;0,1;1;0;0,5;0;1;0,5;0,2;2
6,15;100;0,5;2;Inf;0,1;1;0;0,5;900;0,25;1;0,2;2
6,15;500;0,5;2;Inf;0,1;1;0;0,5;500;0,25;1;0,2;2
6,15;1000;0,5;2;Inf;0,1;1;0;0,5;0;0,25;1;0,2;2
6,15;100;1;2;Inf;0,1;1;0;0,5;900;0,5;1;0,2;2
6,15;500;1;2;Inf;0,1;1;0;0,5;500;0,5;1;0,2;2
6,15;1000;1;2;Inf;0,1;1;0;0,5;0;0,5;1;0,2;2
6,15;100;2;2;Inf;0,1;1;0;0,5;900;1;1;0,2;2
6,15;500;2;2;Inf;0,1;1;0;0,5;500;1;1;0,2;2
6,15;1000;2;2;Inf;0,1;1;0;0,5;0;1;1;0,2;2
6,15;100;0,5;0,5;10;0,01;1;0,5;0,5;900;0,25;0,25;0,02;2
6,15;500;0,5;0,5;10;0,01;1;0,5;0,5;500;0,25;0,25;0,02;2
6,15;1000;0,5;0,5;10;0,01;1;0,5;0,5;0;0,25;0,25;0,02;2
6,15;100;1;0,5;10;0,01;1;0,5;0,5;900;0,5;0,25;0,02;2
6,15;500;1;0,5;10;0,01;1;0,5;0,5;500;0,5;0,25;0,02;2
6,15;1000;1;0,5;10;0,01;1;0,5;0,5;0;0,5;0,25;0,02;2
6,15;100;2;0,5;10;0,01;1;0,5;0,5;900;1;0,25;0,02;2
6,15;500;2;0,5;10;0,01;1;0,5;0,5;500;1;0,25;0,02;2
6,15;1000;2;0,5;10;0,01;1;0,5;0,5;0;1;0,25;0,02;2
6,15;100;0,5;1;10;0,01;1;0,5;0,5;900;0,25;0,5;0,02;2
6,15;500;0,5;1;10;0,01;1;0,5;0,5;500;0,25;0,5;0,02;2
6,15;1000;0,5;1;10;0,01;1;0,5;0,5;0;0,25;0,5;0,02;2
6,15;100;1;1;10;0,01;1;0,5;0,5;900;0,5;0,5;0,02;2
6,15;500;1;1;10;0,01;1;0,5;0,5;500;0,5;0,5;0,02;2
6,15;1000;1;1;10;0,01;1;0,5;0,5;0;0,5;0,5;0,02;2
6,15;100;2;1;10;0,01;1;0,5;0,5;900;1;0,5;0,02;2
6,15;500;2;1;10;0,01;1;0,5;0,5;500;1;0,5;0,02;2
6,15;1000;2;1;10;0,01;1;0,5;0,5;0;1;0,5;0,02;2
6,15;100;0,5;2;10;0,01;1;0,5;0,5;900;0,25;1;0,02;2
6,15;500;0,5;2;10;0,01;1;0,5;0,5;500;0,25;1;0,02;2
6,15;1000;0,5;2;10;0,01;1;0,5;0,5;0;0,25;1;0,02;2
6,15;100;1;2;10;0,01;1;0,5;0,5;900;0,5;1;0,02;2
6,15;500;1;2;10;0,01;1;0,5;0,5;500;0,5;1;0,02;2
6,15;1000;1;2;10;0,01;1;0,5;0,5;0;0,5;1;0,02;2
6,15;100;2;2;10;0,01;1;0,5;0,5;900;1;1;0,02;2
6,15;500;2;2;10;0,01;1;0,5;0,5;500;1;1;0,02;2
6,15;1000;2;2;10;0,01;1;0,5;0,5;0;1;1;0,02;2
6,15;100;0,5;0,5;Inf;0,01;1;0,5;0,5;900;0,25;0,25;0,02;2
6,15;500;0,5;0,5;Inf;0,01;1;0,5;0,5;500;0,25;0,25;0,02;2
6,15;1000;0,5;0,5;Inf;0,01;1;0,5;0,5;0;0,25;0,25;0,02;2
6,15;100;1;0,5;Inf;0,01;1;0,5;0,5;900;0,5;0,25;0,02;2
6,15;500;1;0,5;Inf;0,01;1;0,5;0,5;500;0,5;0,25;0,02;2
6,15;1000;1;0,5;Inf;0,01;1;0,5;0,5;0;0,5;0,25;0,02;2
6,15;100;2;0,5;Inf;0,01;1;0,5;0,5;900;1;0,25;0,02;2
6,15;500;2;0,5;Inf;0,01;1;0,5;0,5;500;1;0,25;0,02;2
6,15;1000;2;0,5;Inf;0,01;1;0,5;0,5;0;1;0,25;0,02;2
6,15;100;0,5;1;Inf;0,01;1;0,5;0,5;900;0,25;0,5;0,02;2
6,15;500;0,5;1;Inf;0,01;1;0,5;0,5;500;0,25;0,5;0,02;2
6,15;1000;0,5;1;Inf;0,01;1;0,5;0,5;0;0,25;0,5;0,02;2
6,15;100;1;1;Inf;0,01;1;0,5;0,5;900;0,5;0,5;0,02;2
6,15;500;1;1;Inf;0,01;1;0,5;0,5;500;0,5;0,5;0,02;2
6,15;1000;1;1;Inf;0,01;1;0,5;0,5;0;0,5;0,5;0,02;2
6,15;100;2;1;Inf;0,01;1;0,5;0,5;900;1;0,5;0,02;2
6,15;500;2;1;Inf;0,01;1;0,5;0,5;500;1;0,5;0,02;2
6,15;1000;2;1;Inf;0,01;1;0,5;0,5;0;1;0,5;0,02;2
6,15;100;0,5;2;Inf;0,01;1;0,5;0,5;900;0,25;1;0,02;2
6,15;500;0,5;2;Inf;0,01;1;0,5;0,5;500;0,25;1;0,02;2
6,15;1000;0,5;2;Inf;0,01;1;0,5;0,5;0;0,25;1;0,02;2
6,15;100;1;2;Inf;0,01;1;0,5;0,5;900;0,5;1;0,02;2
6,15;500;1;2;Inf;0,01;1;0,5;0,5;500;0,5;1;0,02;2
6,15;1000;1;2;Inf;0,01;1;0,5;0,5;0;0,5;1;0,02;2
6,15;100;2;2;Inf;0,01;1;0,5;0,5;900;1;1;0,02;2
6,15;500;2;2;Inf;0,01;1;0,5;0,5;500;1;1;0,02;2
6,15;1000;2;2;Inf;0,01;1;0,5;0,5;0;1;1;0,02;2
6,15;100;0,5;0,5;10;0,05;1;0,5;0,5;900;0,25;0,25;0,1;2
6,15;500;0,5;0,5;10;0,05;1;0,5;0,5;500;0,25;0,25;0,1;2
6,15;1000;0,5;0,5;10;0,05;1;0,5;0,5;0;0,25;0,25;0,1;2
6,15;100;1;0,5;10;0,05;1;0,5;0,5;900;0,5;0,25;0,1;2
6,15;500;1;0,5;10;0,05;1;0,5;0,5;500;0,5;0,25;0,1;2
6,15;1000;1;0,5;10;0,05;1;0,5;0,5;0;0,5;0,25;0,1;2
6,15;100;2;0,5;10;0,05;1;0,5;0,5;900;1;0,25;0,1;2
6,15;500;2;0,5;10;0,05;1;0,5;0,5;500;1;0,25;0,1;2
6,15;1000;2;0,5;10;0,05;1;0,5;0,5;0;1;0,25;0,1;2
6,15;100;0,5;1;10;0,05;1;0,5;0,5;900;0,25;0,5;0,1;2
6,15;500;0,5;1;10;0,05;1;0,5;0,5;500;0,25;0,5;0,1;2
6,15;1000;0,5;1;10;0,05;1;0,5;0,5;0;0,25;0,5;0,1;2
6,15;100;1;1;10;0,05;1;0,5;0,5;900;0,5;0,5;0,1;2
6,15;500;1;1;10;0,05;1;0,5;0,5;500;0,5;0,5;0,1;2
6,15;1000;1;1;10;0,05;1;0,5;0,5;0;0,5;0,5;0,1;2
6,15;100;2;1;10;0,05;1;0,5;0,5;900;1;0,5;0,1;2
6,15;500;2;1;10;0,05;1;0,5;0,5;500;1;0,5;0,1;2
6,15;1000;2;1;10;0,05;1;0,5;0,5;0;1;0,5;0,1;2
6,15;100;0,5;2;10;0,05;1;0,5;0,5;900;0,25;1;0,1;2
6,15;500;0,5;2;10;0,05;1;0,5;0,5;500;0,25;1;0,1;2
6,15;1000;0,5;2;10;0,05;1;0,5;0,5;0;0,25;1;0,1;2
6,15;100;1;2;10;0,05;1;0,5;0,5;900;0,5;1;0,1;2
6,15;500;1;2;10;0,05;1;0,5;0,5;500;0,5;1;0,1;2
6,15;1000;1;2;10;0,05;1;0,5;0,5;0;0,5;1;0,1;2
6,15;100;2;2;10;0,05;1;0,5;0,5;900;1;1;0,1;2
6,15;500;2;2;10;0,05;1;0,5;0,5;500;1;1;0,1;2
6,15;1000;2;2;10;0,05;1;0,5;0,5;0;1;1;0,1;2
6,15;100;0,5;0,5;Inf;0,05;1;0,5;0,5;900;0,25;0,25;0,1;2
6,15;500;0,5;0,5;Inf;0,05;1;0,5;0,5;500;0,25;0,25;0,1;2
6,15;1000;0,5;0,5;Inf;0,05;1;0,5;0,5;0;0,25;0,25;0,1;2
6,15;100;1;0,5;Inf;0,05;1;0,5;0,5;900;0,5;0,25;0,1;2
6,15;500;1;0,5;Inf;0,05;1;0,5;0,5;500;0,5;0,25;0,1;2
6,15;1000;1;0,5;Inf;0,05;1;0,5;0,5;0;0,5;0,25;0,1;2
6,15;100;2;0,5;Inf;0,05;1;0,5;0,5;900;1;0,25;0,1;2
6,15;500;2;0,5;Inf;0,05;1;0,5;0,5;500;1;0,25;0,1;2
6,15;1000;2;0,5;Inf;0,05;1;0,5;0,5;0;1;0,25;0,1;2
6,15;100;0,5;1;Inf;0,05;1;0,5;0,5;900;0,25;0,5;0,1;2
6,15;500;0,5;1;Inf;0,05;1;0,5;0,5;500;0,25;0,5;0,1;2
6,15;1000;0,5;1;Inf;0,05;1;0,5;0,5;0;0,25;0,5;0,1;2
6,15;100;1;1;Inf;0,05;1;0,5;0,5;900;0,5;0,5;0,1;2
6,15;500;1;1;Inf;0,05;1;0,5;0,5;500;0,5;0,5;0,1;2
6,15;1000;1;1;Inf;0,05;1;0,5;0,5;0;0,5;0,5;0,1;2
6,15;100;2;1;Inf;0,05;1;0,5;0,5;900;1;0,5;0,1;2
6,15;500;2;1;Inf;0,05;1;0,5;0,5;500;1;0,5;0,1;2
6,15;1000;2;1;Inf;0,05;1;0,5;0,5;0;1;0,5;0,1;2
6,15;100;0,5;2;Inf;0,05;1;0,5;0,5;900;0,25;1;0,1;2
6,15;500;0,5;2;Inf;0,05;1;0,5;0,5;500;0,25;1;0,1;2
6,15;1000;0,5;2;Inf;0,05;1;0,5;0,5;0;0,25;1;0,1;2
6,15;100;1;2;Inf;0,05;1;0,5;0,5;900;0,5;1;0,1;2
6,15;500;1;2;Inf;0,05;1;0,5;0,5;500;0,5;1;0,1;2
6,15;1000;1;2;Inf;0,05;1;0,5;0,5;0;0,5;1;0,1;2
6,15;100;2;2;Inf;0,05;1;0,5;0,5;900;1;1;0,1;2
6,15;500;2;2;Inf;0,05;1;0,5;0,5;500;1;1;0,1;2
6,15;1000;2;2;Inf;0,05;1;0,5;0,5;0;1;1;0,1;2
6,15;100;0,5;0,5;10;0,1;1;0,5;0,5;900;0,25;0,25;0,2;2
6,15;500;0,5;0,5;10;0,1;1;0,5;0,5;500;0,25;0,25;0,2;2
6,15;1000;0,5;0,5;10;0,1;1;0,5;0,5;0;0,25;0,25;0,2;2
6,15;100;1;0,5;10;0,1;1;0,5;0,5;900;0,5;0,25;0,2;2
6,15;500;1;0,5;10;0,1;1;0,5;0,5;500;0,5;0,25;0,2;2
6,15;1000;1;0,5;10;0,1;1;0,5;0,5;0;0,5;0,25;0,2;2
6,15;100;2;0,5;10;0,1;1;0,5;0,5;900;1;0,25;0,2;2
6,15;500;2;0,5;10;0,1;1;0,5;0,5;500;1;0,25;0,2;2
6,15;1000;2;0,5;10;0,1;1;0,5;0,5;0;1;0,25;0,2;2
6,15;100;0,5;1;10;0,1;1;0,5;0,5;900;0,25;0,5;0,2;2
6,15;500;0,5;1;10;0,1;1;0,5;0,5;500;0,25;0,5;0,2;2
6,15;1000;0,5;1;10;0,1;1;0,5;0,5;0;0,25;0,5;0,2;2
6,15;100;1;1;10;0,1;1;0,5;0,5;900;0,5;0,5;0,2;2
6,15;500;1;1;10;0,1;1;0,5;0,5;500;0,5;0,5;0,2;2
6,15;1000;1;1;10;0,1;1;0,5;0,5;0;0,5;0,5;0,2;2
6,15;100;2;1;10;0,1;1;0,5;0,5;900;1;0,5;0,2;2
6,15;500;2;1;10;0,1;1;0,5;0,5;500;1;0,5;0,2;2
6,15;1000;2;1;10;0,1;1;0,5;0,5;0;1;0,5;0,2;2
6,15;100;0,5;2;10;0,1;1;0,5;0,5;900;0,25;1;0,2;2
6,15;500;0,5;2;10;0,1;1;0,5;0,5;500;0,25;1;0,2;2
6,15;1000;0,5;2;10;0,1;1;0,5;0,5;0;0,25;1;0,2;2
6,15;100;1;2;10;0,1;1;0,5;0,5;900;0,5;1;0,2;2
6,15;500;1;2;10;0,1;1;0,5;0,5;500;0,5;1;0,2;2
6,15;1000;1;2;10;0,1;1;0,5;0,5;0;0,5;1;0,2;2
6,15;100;2;2;10;0,1;1;0,5;0,5;900;1;1;0,2;2
6,15;500;2;2;10;0,1;1;0,5;0,5;500;1;1;0,2;2
6,15;1000;2;2;10;0,1;1;0,5;0,5;0;1;1;0,2;2
6,15;100;0,5;0,5;Inf;0,1;1;0,5;0,5;900;0,25;0,25;0,2;2
6,15;500;0,5;0,5;Inf;0,1;1;0,5;0,5;500;0,25;0,25;0,2;2
6,15;1000;0,5;0,5;Inf;0,1;1;0,5;0,5;0;0,25;0,25;0,2;2
6,15;100;1;0,5;Inf;0,1;1;0,5;0,5;900;0,5;0,25;0,2;2
6,15;500;1;0,5;Inf;0,1;1;0,5;0,5;500;0,5;0,25;0,2;2
6,15;1000;1;0,5;Inf;0,1;1;0,5;0,5;0;0,5;0,25;0,2;2
6,15;100;2;0,5;Inf;0,1;1;0,5;0,5;900;1;0,25;0,2;2
6,15;500;2;0,5;Inf;0,1;1;0,5;0,5;500;1;0,25;0,2;2
6,15;1000;2;0,5;Inf;0,1;1;0,5;0,5;0;1;0,25;0,2;2
6,15;100;0,5;1;Inf;0,1;1;0,5;0,5;900;0,25;0,5;0,2;2
6,15;500;0,5;1;Inf;0,1;1;0,5;0,5;500;0,25;0,5;0,2;2
6,15;1000;0,5;1;Inf;0,1;1;0,5;0,5;0;0,25;0,5;0,2;2
6,15;100;1;1;Inf;0,1;1;0,5;0,5;900;0,5;0,5;0,2;2
6,15;500;1;1;Inf;0,1;1;0,5;0,5;500;0,5;0,5;0,2;2
6,15;1000;1;1;Inf;0,1;1;0,5;0,5;0;0,5;0,5;0,2;2
6,15;100;2;1;Inf;0,1;1;0,5;0,5;900;1;0,5;0,2;2
6,15;500;2;1;Inf;0,1;1;0,5;0,5;500;1;0,5;0,2;2
6,15;1000;2;1;Inf;0,1;1;0,5;0,5;0;1;0,5;0,2;2
6,15;100;0,5;2;Inf;0,1;1;0,5;0,5;900;0,25;1;0,2;2
6,15;500;0,5;2;Inf;0,1;1;0,5;0,5;500;0,25;1;0,2;2
6,15;1000;0,5;2;Inf;0,1;1;0,5;0,5;0;0,25;1;0,2;2
6,15;100;1;2;Inf;0,1;1;0,5;0,5;900;0,5;1;0,2;2
6,15;500;1;2;Inf;0,1;1;0,5;0,5;500;0,5;1;0,2;2
6,15;1000;1;2;Inf;0,1;1;0,5;0,5;0;0,5;1;0,2;2
6,15;100;2;2;Inf;0,1;1;0,5;0,5;900;1;1;0,2;2
6,15;500;2;2;Inf;0,1;1;0,5;0,5;500;1;1;0,2;2
6,15;1000;2;2;Inf;0,1;1;0,5;0,5;0;1;1;0,2;2
